county,year,crmrte,prbarr,prbconv,prbpris,polpc,density,wtrd,wser,wmfg
175,85,0.0189785,0.308668,0.363014,0.415094,0.0016049,0.6772487,153.1654,219.106,576.33
175,86,0.0171221,0.267123,0.683761,0.35,0.0016809,0.6851852,156.9334,262.3015,597.46
175,87,0.0164932,0.350348,0.410596,0.387097,0.0016455,0.6878307,172.6453,257.8734,627.02
179,81,0.028366,0.444444,0.352113,0.416667,0.0014945,1.13302,195.0484,205.145,237.38
179,82,0.0258779,0.354248,0.534483,0.404692,0.0014512,1.15493,199.381,214.3636,255.5
179,83,0.0246299,0.253464,0.498861,0.410959,0.0015358,1.173709,198.8109,224.0043,276.09
179,84,0.0256946,0.304604,0.456942,0.446154,0.0015131,1.198748,206.7023,249.8396,294.87
179,85,0.0277412,0.354207,0.383978,0.352518,0.0014929,1.223787,220.4755,240.9706,311.82
179,86,0.0314961,0.333754,0.361917,0.400697,0.0015509,1.248826,239.9916,267.6267,327.23
179,87,0.031872,0.377543,0.328664,0.42623,0.0014782,1.28169,241.0034,270.4866,349.63
181,81,0.0563677,0.220038,0.3878,0.5,0.0015673,1.485944,206.0082,171.9226,234.88
181,82,0.0617686,0.178201,0.371359,0.509804,0.0014961,1.497992,217.1138,184.8002,242.83
181,83,0.0605235,0.169506,0.474227,0.494565,0.0016658,1.51004,227.3073,190.4827,260.15
181,84,0.0534929,0.222712,0.446154,0.448276,0.0016234,1.518072,245.3521,212.1544,256.44
181,85,0.0470632,0.206877,0.482289,0.446328,0.0016183,1.538153,255.1234,205.0495,262.5
181,86,0.0626827,0.177352,0.481221,0.434146,0.0015919,1.554217,261.0195,194.1276,283.88
181,87,0.0729479,0.18259,0.343023,0.548023,0.0017295,1.570281,279.2273,213.5822,290.69
183,81,0.0601894,0.178908,0.295956,0.434783,0.0018376,3.617096,230.1352,214.2128,292.55
183,82,0.0583432,0.199297,0.279832,0.434434,0.0018891,3.689696,246.351,228.9609,316.04
183,83,0.0512834,0.195475,0.318971,0.469758,0.0019372,3.80445,260.8919,254.2558,351.78
183,84,0.0472032,0.206969,0.330038,0.429952,0.0020187,3.961358,268.7566,256.5124,375.09
183,85,0.0480699,0.188473,0.383159,0.360307,0.0020255,4.147541,281.1547,278.8949,407.7
183,86,0.0530244,0.206792,0.340046,0.360668,0.0020384,4.285714,300.2766,303.669,425.58
183,87,0.0568423,0.204216,0.381908,0.367347,0.0021275,4.388759,306.0835,348.2754,444.45
185,81,0.0107527,0.7,6.28571,0.340909,0.011828,0.3793911,137.6606,166.0839,186.96
185,82,0.0148936,1.07143,3.06667,0.347826,0.012766,0.3770492,146.0565,166.5002,183.31
185,83,0.0105374,1.2,3.33333,0.475,0.0126449,0.3793911,141.8969,189.8579,209.47
185,84,0.0151844,1.21429,4.11765,0.271429,0.0119306,0.3840749,165.8433,184.1244,207.52
185,85,0.0078125,0.25,37,0.459459,0.0136719,0.3840749,155.3254,190.4037,221.28
185,86,0.0045815,0.295775,2.28571,0.458333,0.0009034,0.3864169,162.9126,200.7006,233.59
185,87,0.0108703,0.195266,2.12121,0.442857,0.0012221,0.3887588,167.3726,2177.068,247.72
187,81,0.0338507,0.26556,0.539063,0.333333,0.0011939,0.4427711,162.057,143.5132,191.72
187,82,0.0312457,0.264444,1,0.294118,0.001111,0.439759,167.9307,149.4619,194.65
187,83,0.0221291,0.273292,1.04545,0.326087,0.0010996,0.439759,168.233,164.283,234.6
187,84,0.024611,0.270115,0.521277,0.591837,0.0011315,0.436747,169.0932,179.3543,215.3
187,85,0.0254524,0.263006,1.43956,0.290076,0.0012506,0.439759,158.4284,191.3008,215.4
187,86,0.0239377,0.352584,0.568966,0.409091,0.0008731,0.436747,174.8252,186.3775,260.93
187,87,0.0345231,0.332669,0.443114,0.432432,0.0011691,0.4427711,170.5293,183.1502,297.14
189,81,0.0314674,0.181639,0.304348,0.285714,0.0021745,1.038217,137.411,171.5151,205
189,82,0.0316963,0.195736,0.70297,0.183099,0.0016585,1.057325,142.7529,184.2949,203.42
189,83,0.0269621,0.249154,0.461538,0.470588,0.0020366,1.066879,155.2467,201.5231,221.84
189,84,0.0245914,0.254177,0.389671,0.433735,0.0021129,1.082803,166.2673,212.083,245.4
189,85,0.0271844,0.153261,0.390071,0.4,0.0019502,1.089172,165.819,218.1758,251.01
189,86,0.0287322,0.150769,0.272109,0.375,0.0019744,1.098726,167.9884,232.8624,295.23
189,87,0.031313,0.161381,0.300578,0.288462,0.0022784,1.101911,180.9359,253.2281,304.72
191,81,0.0371162,0.270559,0.333333,0.516717,0.0011395,1.761733,178.7849,187.213,224.97
191,82,0.0404994,0.278192,0.33125,0.45283,0.0011468,1.763538,186.5586,199.0649,234.06
191,83,0.036537,0.221948,0.411619,0.426426,0.001243,1.768953,188.622,211.9695,262.82
191,84,0.0330351,0.259823,0.37163,0.394322,0.0011974,1.779783,200.9794,216.3792,281.18
191,85,0.0345692,0.253968,0.391509,0.475904,0.0012113,1.783394,213.2225,212.8885,276.29
191,86,0.0345793,0.210354,0.298444,0.383886,0.0011934,1.758123,226.2178,219.3573,286.76
191,87,0.0458895,0.172257,0.45,0.421053,0.0012273,1.772563,230.9888,238.4958,295.26
193,81,0.0192107,0.390009,0.426966,0.573684,0.000926,0.7859043,206.0276,208.0373,210.31
193,82,0.0240456,0.330775,0.468354,0.563063,0.0009732,0.7912234,16.87376,203.5503,222.12
193,83,0.0220034,0.350189,0.331897,0.448052,0.0009964,0.7965425,226.0903,230.9871,242.12
193,84,0.0171735,0.342967,0.640449,0.442982,0.0009761,0.8045213,237.3293,259.6269,254.5
193,85,0.0180945,0.356682,0.576227,0.38565,0.0010006,0.8085107,256.9071,279.1209,263.98
193,86,0.0194505,0.341006,0.485,0.407216,0.0012105,0.8071808,261.3926,280.3852,278.78
193,87,0.0235277,0.266055,0.588859,0.423423,0.0011789,0.8138298,268.3836,295.9352,295.63
195,81,0.0631212,0.223671,0.29148,0.45,0.0017569,1.695187,192.8789,243.7925,290.6
195,82,0.0588861,0.276907,0.242802,0.494071,0.001784,1.705882,201.3809,252.5526,302.15
195,83,0.0573422,0.231103,0.310668,0.449057,0.0017866,1.719251,203.3134,262.7839,328.69
195,84,0.0551157,0.156901,0.337522,0.494681,0.0019252,1.727273,212.6847,269.8379,354
195,85,0.0236432,0.24697,1.56442,0.478431,0.0042988,1.721925,216.4476,278.1635,362.04
195,86,0.030095,0.208738,1.44186,0.475806,0.0043097,1.727273,224.5291,292.782,381.86
195,87,0.0313973,0.201397,1.67052,0.470588,0.0044592,1.745989,246.0614,296.8684,392.27
197,81,0.0178621,0.158915,1.06098,0.356322,0.0008308,0.8571429,151.3533,156.9114,230.08
197,82,0.0180711,0.229167,0.545455,0.363636,0.0009241,0.8660714,151.1742,171.5078,238.94
197,83,0.0155747,0.226667,0.480392,0.428571,0.0010729,0.8690476,154.321,196.4637,256.19
197,84,0.0136619,0.204188,1.41026,0.372727,0.0011087,0.8720238,170.5955,192.6782,268.59
197,85,0.0130857,0.180556,0.830769,0.333333,0.0010541,0.875,171.6738,207.2574,279.17
197,86,0.012874,0.112676,2.25,0.244444,0.0010879,0.8809524,180.0927,215.2698,306.09
197,87,0.0141928,0.207595,1.18293,0.360825,0.0011857,0.889881,182.802,212.8205,322.92
